id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
132923,2,4,Week day dinner,15,The Shawshank Redemption,Coffee,Siblings,A moderate amount (medium),Shawarma
132996,5,7,Weekend lunch; Weekend dinner,11,Casablanca,Lemonade,Friends; Strangers,A lot (hot),Pizza
133069,3,8,Weekend dinner; At a party,18,The Dark Knight,Iced Tea,Teachers,I will have some of this food item with my hot sauce,Sushi
133142,1,7,At a party,10,Fight Club,Water,Parents,None,Shawarma
133215,4,10,Late night snack; Week day lunch,14,The Lion King,Coke,Siblings,A little (mild),Pizza
133288,2,4,Week day dinner,15,Interstellar,Pepsi,Friends; Teachers,A moderate amount (medium),Sushi
133361,5,7,Weekend lunch; Weekend dinner,11,The Departed,Sprite,Strangers,A lot (hot),Shawarma
133434,3,8,Weekend dinner; At a party,18,Memento,Tea,Teachers,I will have some of this food item with my hot sauce,Pizza
133507,1,7,At a party,10,Avatar,Coffee,Parents,None,Sushi
133580,4,10,Late night snack; Week day lunch,14,Inception,Lemonade,Siblings,A little (mild),Shawarma
133653,2,4,Week day dinner,15,The Godfather,Iced Tea,Friends; Strangers,A moderate amount (medium),Pizza
133726,5,7,Weekend lunch; Weekend dinner,11,Titanic,Water,Teachers,A lot (hot),Sushi
133799,3,8,Weekend dinner; At a party,18,Pulp Fiction,Coke,Parents,I will have some of this food item with my hot sauce,Shawarma
133872,1,7,At a party,10,Forrest Gump,Pepsi,Siblings,None,Pizza
133945,4,10,Late night snack; Week day lunch,14,Star Wars,Sprite,Friends; Teachers,A little (mild),Sushi
134018,2,4,Week day dinner,15,Back to the Future,Tea,Strangers,A moderate amount (medium),Shawarma
134091,5,7,Weekend lunch; Weekend dinner,11,The Matrix,Coffee,Parents,A lot (hot),Pizza
134164,3,8,Weekend dinner; At a party,18,Jurassic Park,Lemonade,Siblings,I will have some of this food item with my hot sauce,Sushi
134237,1,7,At a party,10,Avengers,Iced Tea,Friends; Teachers,None,Shawarma
134310,4,10,Late night snack; Week day lunch,14,Gladiator,Tea,Parents,A little (mild),Pizza
134383,2,4,Week day dinner,15,The Shawshank Redemption,Coffee,Siblings,A moderate amount (medium),Sushi
134456,5,7,Weekend lunch; Weekend dinner,11,Casablanca,Lemonade,Friends; Strangers,A lot (hot),Shawarma
134529,3,8,Weekend dinner; At a party,18,The Dark Knight,Iced Tea,Teachers,I will have some of this food item with my hot sauce,Pizza
134602,1,7,At a party,10,Fight Club,Water,Parents,None,Sushi
134675,4,10,Late night snack; Week day lunch,14,The Lion King,Coke,Siblings,A little (mild),Shawarma
134748,2,4,Week day dinner,15,Interstellar,Pepsi,Friends; Teachers,A moderate amount (medium),Pizza
134821,5,7,Weekend lunch; Weekend dinner,11,The Departed,Sprite,Strangers,A lot (hot),Sushi
134894,3,8,Weekend dinner; At a party,18,Memento,Tea,Teachers,I will have some of this food item with my hot sauce,Shawarma
134967,1,7,At a party,10,Avatar,Coffee,Parents,None,Pizza
135040,4,10,Late night snack; Week day lunch,14,Inception,Lemonade,Siblings,A little (mild),Sushi
135113,2,4,Week day dinner,15,The Godfather,Iced Tea,Friends; Strangers,A moderate amount (medium),Shawarma
135186,5,7,Weekend lunch; Weekend dinner,11,Titanic,Water,Teachers,A lot (hot),Pizza
135259,3,8,Weekend dinner; At a party,18,Pulp Fiction,Coke,Parents,I will have some of this food item with my hot sauce,Sushi
135332,1,7,At a party,10,Forrest Gump,Pepsi,Siblings,None,Shawarma
135405,4,10,Late night snack; Week day lunch,14,Star Wars,Sprite,Friends; Teachers,A little (mild),Pizza
135478,2,4,Week day dinner,15,Back to the Future,Tea,Strangers,A moderate amount (medium),Sushi
135551,5,7,Weekend lunch; Weekend dinner,11,The Matrix,Coffee,Parents,A lot (hot),Shawarma
135624,3,8,Weekend dinner; At a party,18,Jurassic Park,Lemonade,Siblings,I will have some of this food item with my hot sauce,Pizza
135697,1,7,At a party,10,Avengers,Iced Tea,Friends; Teachers,None,Sushi
135770,4,10,Late night snack; Week day lunch,14,Gladiator,Tea,Parents,A little (mild),Shawarma
135843,2,4,Week day dinner,15,The Shawshank Redemption,Coffee,Siblings,A moderate amount (medium),Pizza
135916,5,7,Weekend lunch; Weekend dinner,11,Casablanca,Lemonade,Friends; Strangers,A lot (hot),Sushi
135989,3,8,Weekend dinner; At a party,18,The Dark Knight,Iced Tea,Teachers,I will have some of this food item with my hot sauce,Shawarma
136062,1,7,At a party,10,Fight Club,Water,Parents,None,Pizza
136135,4,10,Late night snack; Week day lunch,14,The Lion King,Coke,Siblings,A little (mild),Sushi
136208,2,4,Week day dinner,15,Interstellar,Pepsi,Friends; Teachers,A moderate amount (medium),Shawarma
136281,5,7,Weekend lunch; Weekend dinner,11,The Departed,Sprite,Strangers,A lot (hot),Pizza
136354,3,8,Weekend dinner; At a party,18,Memento,Tea,Teachers,I will have some of this food item with my hot sauce,Sushi
136427,1,7,At a party,10,Avatar,Coffee,Parents,None,Shawarma
136500,4,10,Late night snack; Week day lunch,14,Inception,Lemonade,Siblings,A little (mild),Pizza
100791,2,4,Week day dinner,9,Inception,Coke,Friends,A little (mild),Sushi
101582,3,8,"Weekend lunch,At a party",7,The Godfather,Pepsi,"Parents,Siblings",A moderate amount (medium),Shawarma
102373,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",A lot (hot),Pizza
103164,5,4,Week day lunch,11,Avengers,Sprite,Parents,None,Sushi
103955,1,7,Week day dinner,12,Spirited Away,Iced Tea,Friends,A little (mild),Shawarma
104746,2,7,"Weekend lunch,At a party",13,Toy Story,Coffee,"Parents,Siblings",A moderate amount (medium),Pizza
105537,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",A lot (hot),Sushi
106328,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
107119,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
107910,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
108701,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
109492,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
110283,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
111074,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
111865,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
112656,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
113447,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
114238,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
115029,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
115820,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
116611,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
117402,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
118193,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
118984,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
119775,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
120566,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
121357,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
122148,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
122939,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
123730,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
124521,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
125312,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
126103,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
126894,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
127685,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
128476,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
129267,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
130058,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
130849,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
131640,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
132431,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
133222,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
134013,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
134804,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
135595,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
136386,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
137177,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
137968,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
138759,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
139550,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
140341,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
141132,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
141923,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
142714,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
143505,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
144296,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
145087,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
145878,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
146669,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
147460,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
148251,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
149042,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
149833,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
150624,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
151415,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
152206,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
152997,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
153788,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
154579,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
155370,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
156161,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
156952,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
157743,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
158534,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
159325,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
160116,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
160907,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
161698,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
162489,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
163280,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
164071,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
164862,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
165653,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
166444,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
167235,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
168026,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
168817,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
169608,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
170399,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
171190,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
171981,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
172772,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
173563,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
174354,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
175145,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
175936,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
176727,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
177518,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
178309,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
179100,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
179891,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
180682,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
181473,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
182264,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
183055,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
183846,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
184637,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
185428,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
186219,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
187010,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
187801,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
188592,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
189383,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
190174,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
190965,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
191756,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
192547,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
193338,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
194129,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
194920,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
195711,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
196502,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
197293,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
198084,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
198875,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
199666,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
200457,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
201248,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
202039,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
202830,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
203621,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
204412,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
205203,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
205994,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
206785,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
207576,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
208367,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
209158,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
209949,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
210740,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
211531,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
212322,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
213113,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
213904,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
214695,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
215486,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
216277,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
217068,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
217859,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
218650,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
219441,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
220232,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
221023,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
221814,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
222605,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
223396,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
224187,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
224978,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
225769,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
226560,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
227351,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
228142,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
228933,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
229724,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
230515,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
231306,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
232097,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
232888,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
233679,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
234470,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
235261,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
236052,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
236843,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
237634,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
238425,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
239216,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
240007,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
240798,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
241589,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
242380,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
243171,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
243962,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
244753,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
245544,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
246335,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
247126,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
247917,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
248708,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
249499,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
250290,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
251081,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
251872,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
252663,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
253454,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
254245,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
255036,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
255827,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
256618,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
257409,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
258200,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
258991,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
259782,3,8,"Weekend lunch,At a party",13,The Godfather,Pepsi,"Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
260573,4,8,"Weekend dinner,Late night snack",6,Titanic,Water,"Siblings,Friends",None,Pizza
261364,5,4,Week day lunch,11,Avengers,Sprite,Parents,A little (mild),Sushi
262155,1,7,"Weekend lunch,At a party",12,Spirited Away,Iced Tea,Friends,A moderate amount (medium),Shawarma
262946,2,7,Week day dinner,13,Toy Story,Coffee,"Parents,Siblings",A lot (hot),Pizza
263737,3,8,"Weekend dinner,Late night snack",10,The Matrix,Lemonade,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
264528,4,6,Week day lunch,14,Jurassic Park,Orange Juice,Parents,None,Shawarma
265319,5,8,Week day dinner,8,Star Wars,Milk,Friends,A little (mild),Pizza
266110,1,7,"Weekend lunch,At a party",20,Casablanca,Red Wine,"Parents,Siblings",A moderate amount (medium),Sushi
266901,2,5,Week day dinner,13,The Lion King,Coke,Parents,A lot (hot),Shawarma
267692,3,5,Week day lunch,14,Forrest Gump,Pepsi,Friends,I will have some of this food item with my hot sauce,Sushi
268483,4,7,"Weekend lunch,At a party",15,Pulp Fiction,Water,"Parents,Siblings",None,Shawarma
269274,5,8,"Weekend dinner,Late night snack",16,Back to the Future,Sprite,"Siblings,Friends",A little (mild),Pizza
270065,1,4,Week day lunch,11,Finding Nemo,Iced Tea,Parents,A moderate amount (medium),Sushi
270856,2,6,Week day dinner,12,Shrek,Coffee,Friends,A lot (hot),Shawarma
271647,3,8,"Weekend lunch,At a party",8,The Dark Knight,Lemonade,"Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
272438,4,5,"Weekend dinner,Late night snack",9,Interstellar,Orange Juice,Parents,None,Sushi
273229,5,8,Week day lunch,10,Jaws,Milk,Friends,A little (mild),Shawarma
274020,1,7,Week day dinner,11,The Terminator,Red Wine,"Parents,Siblings",A moderate amount (medium),Pizza
274811,2,4,Week day lunch,12,Inception,Coke,Parents,A lot (hot),Sushi
