id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
635065,1,3,"Week day lunch,Week day dinner,Weekend lunch",7,breakaway,soda,"Siblings,Friends,Strangers",None,Pizza
613209,3,3,"At a party,Late night snack",5,homealone,soda,Siblings,A little (mild),Pizza
605452,2,6,"Weekend dinner,At a party",15,uncle grandpa,soda,Friends,None,Pizza
24137,4,7,"Weekend lunch,Weekend dinner,At a party,Late night snack",20,comedy,soda,Friends,None,Pizza
518809,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2,none,soda,"Friends,Teachers",A little (mild),Pizza
634646,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,harry potter,soda,"Siblings,Friends",None,Pizza
508156,3,6,"Week day lunch,Week day dinner,Weekend lunch,At a party",3,"eat, pray, love",soda,"Siblings,Friends,Teachers",A little (mild),Pizza
632909,3,10,"Week day dinner,Weekend dinner,At a party,Late night snack",7,spiderman,soda,"Parents,Siblings",None,Pizza
414734,2,4,At a party,15,no movie that i can think,cola,Friends,A lot (hot),Pizza
630250,3,9,"At a party,Late night snack",7.5,ratatouille.,soft drink,Friends,None,Pizza
411810,3,3,"Week day lunch,Weekend lunch,At a party,Late night snack",2,toy story,None,"Parents,Siblings,Friends",None,Pizza
214145,3,10,Weekend lunch,10,shrek,sports drink,"Parents,Siblings",A lot (hot),Pizza
628986,2,4,At a party,16.99,captain america,soda,Teachers,A lot (hot),Pizza
211158,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,home alone,soda,Friends,None,Pizza
507382,2,5,At a party,5,spiderman 2,soft drink,Friends,A little (mild),Pizza
522877,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,pirates of the caribbean,ale,"Siblings,Friends",A little (mild),Pizza
635024,3,5,"Week day lunch,Weekend lunch,At a party,Late night snack",4,"monsters, inc.",soda,"Parents,Friends,Teachers",None,Pizza
602845,3,7,"Weekend lunch,At a party",22.5,"i think of the movie named ""chef"".",soda,"Parents,Siblings",A little (mild),Pizza
519822,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.5,the boy and the herron,soft drink,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
600849,2,4,"Weekend dinner,At a party",6,superbad,ginger ale,Friends,None,Pizza
605148,3,8,"Week day lunch,Week day dinner,At a party",5,home alone,soda,Friends,None,Pizza
631600,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,teenage mutant ninja turtles vs batman. the tmnt love pizza and they eat it with batman at the end of the movie.,soda,"Siblings,Friends",None,Pizza
716142,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,home alone,soda,Friends,None,Pizza
525853,1,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,spider-man 2,soft drink,"Friends,Teachers",None,Pizza
835124,4,5,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7,teenage mutant ninja turtles,soda,Friends,None,Pizza
634764,4,7,"Week day lunch,Weekend lunch,At a party,Late night snack",10,the grinch.,soda,"Parents,Siblings,Friends,Teachers,Strangers",None,Pizza
630117,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,none,soda,Friends,None,Pizza
631531,5,7,"Week day lunch,Week day dinner,At a party,Late night snack",5,back to the future,water,"Parents,Siblings,Friends,Teachers",None,Pizza
714062,3,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20,the hangover,soda,Friends,A little (mild),Pizza
629156,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,teenage mutant ninja turtles,soda,Friends,A little (mild),Pizza
498563,4,9,"Weekend lunch,Weekend dinner,At a party",16,home alone,water,Friends,None,Pizza
625319,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,teenage mutant ninja turtles,"soda,water","Friends,Teachers",A moderate amount (medium),Pizza
723931,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,spiderman,soda,"Siblings,Friends",None,Pizza
526497,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,set it up,soda,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
630999,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20,none,soda,Teachers,None,Pizza
97339,1,6,At a party,10,spiderman 2,soda,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
631909,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,"mufasa, the lion king",soda,Friends,None,Pizza
625349,3,7,"Weekend dinner,At a party,Late night snack",20,dune,soda,"Parents,Friends,Strangers",A little (mild),Pizza
632299,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,cloudy with a chance of meatballs,soda,Friends,A little (mild),Pizza
616634,4,9,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",4,the lego movie,soda,"Friends,Teachers,Strangers",A little (mild),Pizza
616836,3,5,"Weekend dinner,At a party",3,ratatouille,soda,Friends,A moderate amount (medium),Pizza
609116,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,the big lebowski,soda,"Siblings,Friends",None,Pizza
626789,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6,none,soda,Friends,None,Pizza
504599,3,8,"Week day lunch,At a party,Late night snack",15,fight club,soda,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
632684,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2,teenage mutant ninja turtles,soda,"Parents,Siblings,Friends",None,Pizza
522967,2,3,"Weekend lunch,At a party",12,spiderman,soda,"Parents,Teachers",A little (mild),Pizza
632893,3,10,"Weekend lunch,At a party",15,transformers,soda,Friends,A little (mild),Pizza
632156,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,i don't have a movie i think of when i think of pizza.,soda,"Parents,Siblings",None,Pizza
603582,3,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,cloudy with a chance of meatballs,soda,"Parents,Siblings,Friends",None,Pizza
626754,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,home alone,soda,"Parents,Friends",None,Pizza
298481,4,11,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16,interstellar,soda,"Parents,Siblings,Friends",None,Pizza
631583,2,6,"Week day dinner,Weekend dinner,At a party",18,futurama: bender's big score,soda,"Parents,Siblings,Friends",None,Pizza
718026,3,5,"Weekend lunch,Weekend dinner,At a party,Late night snack",15,teenage mutant ninja turtles,soda,Friends,None,Pizza
616713,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,the italian job,water,Friends,None,Pizza
602533,5,5,"Weekend dinner,At a party",15,godfather,soda,"Parents,Friends",A little (mild),Pizza
522345,2,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",8,teenage mutant ninja turtles,soda,Friends,None,Pizza
629758,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",13,back to the future part 2,soft drink,"Friends,Strangers",None,Pizza
631496,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,spiderman,soda,Friends,None,Pizza
491374,2,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,spider man,soda,Friends,None,Pizza
632051,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.5,home alone,soda,"Parents,Siblings,Friends,Strangers",None,Pizza
409930,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,"any kind really, probably something more relaxed for leisure",water,"Parents,Siblings,Friends",None,Pizza
632975,2,5,"Week day lunch,Weekend lunch,At a party",4,monster house,soda,"Siblings,Friends",A little (mild),Pizza
407221,3,5,"Week day lunch,At a party",25,spiderman,soda,Friends,A lot (hot),Pizza
204508,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,cloudy with a chance of meatballs,soda,Friends,None,Pizza
618700,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,the godfather,soda,Friends,A little (mild),Pizza
627792,3,3,"Weekend lunch,Weekend dinner,At a party",5,spider-man 2.,soda,"Siblings,Friends",None,Pizza
712054,3,3,"Week day dinner,At a party",16,harry potter,soda,Friends,None,Pizza
631881,2,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,home alone because kevin orders an entire one for himself.,soda,Friends,None,Pizza
716188,3,6,"At a party,Late night snack",25,italian movie,soda,"Friends,Teachers",None,Pizza
628744,3,6,"Week day lunch,Weekend lunch,At a party,Late night snack",15,tnmt,soda,"Friends,Teachers",A little (mild),Pizza
604132,4,5,"Week day lunch,Weekend lunch,At a party",8,ratatouille,soda,"Siblings,Friends",A moderate amount (medium),Pizza
629807,2,3,"Week day lunch,Week day dinner,Weekend lunch",5,ratatouille,water,Friends,A little (mild),Pizza
741428,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,none,soda,Friends,None,Pizza
633024,2,6,"Week day lunch,At a party,Late night snack",5,n.a. (i only watched a few movies so i cannot think of any movie related to pizza),water,Strangers,None,Pizza
631221,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,cloudy with a chance of meatballs,soda,Friends,None,Pizza
601983,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,home alone,soda,"Parents,Siblings",A little (mild),Pizza
603007,2,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,teenage mutant ninja turtles,tea,Friends,A moderate amount (medium),Pizza
601217,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,the godfather,soda,"Siblings,Friends",A moderate amount (medium),Pizza
629221,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,teenage mutant ninja turtles,soda,Friends,None,Pizza
634705,2,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,the mario movie,soda,"Parents,Siblings",A little (mild),Pizza
630070,3,14,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,spider-man 2,soda,"Parents,Friends,Teachers,Strangers",A little (mild),Pizza
630006,3,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,home alone,soda,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
629072,3,6,"Weekend dinner,At a party,Late night snack",4,cloudy with a chance of meatballs,soda,"Parents,Friends",None,Pizza
630044,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,cloudy with a chance of meatballs,soda,"Siblings,Friends",None,Pizza
626026,2,6,"Weekend lunch,Weekend dinner,At a party",4,ratatouille.,juice,"Friends,Strangers",None,Pizza
520303,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,the godfather,soda,"Siblings,Friends",None,Pizza
630972,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,cloudy with a chance of meatballs,soda,"Siblings,Friends,Teachers",A little (mild),Pizza
630948,3,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15,teenage mutant ninja turtles,soda,"Parents,Siblings,Friends",None,Pizza
626778,2,4,"Week day lunch,Week day dinner,Weekend dinner,At a party",6.5,home alone,soda,"Parents,Siblings,Friends,Teachers,Strangers",A moderate amount (medium),Pizza
631181,4,4,"Week day lunch,At a party,Late night snack",4.4,the hangover,soda,Parents,A little (mild),Pizza
633541,2,6,"Weekend dinner,At a party,Late night snack",15,the dark knight,tea,Friends,A little (mild),Pizza
630098,3,3,"Week day lunch,At a party",5,teenage mutant ninja turtles,soda,Friends,A little (mild),Pizza
629959,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,ratatouille,water,"Parents,Siblings,Friends",None,Pizza
633097,3,8,"Week day lunch,Weekend dinner,At a party",5,american pie,cola,"Friends,Teachers",None,Pizza
605290,3,0,"Week day lunch,Week day dinner,Weekend dinner,At a party",5,mean girls,sparkling water,Friends,None,Pizza
629869,3,5,At a party,2,friday,soda,Friends,A little (mild),Pizza
632868,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,home alone is the first movie that comes to minds. im referring to the scene were the whole family order 10+ boxes of pizza and their trying to see who is going to pay.,fizzy drink,"Parents,Siblings,Friends",A little (mild),Pizza
209691,2,5,"Week day lunch,Weekend lunch,At a party",10,i think of spiderman when thinking of this food item.,tea,"Friends,Teachers",None,Pizza
600915,4,5,"At a party,Late night snack",20,toy story,water,Friends,None,Pizza
525420,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,ninja turtles,soda,"Siblings,Friends,Strangers",A moderate amount (medium),Pizza
414710,3,7,"Week day lunch,Weekend lunch,At a party,Late night snack",2.5,garfield,soda,"Parents,Friends",A moderate amount (medium),Pizza
629985,3,10,"Week day lunch,Weekend lunch,At a party",3,pirates of the caribbean,soda,Strangers,A lot (hot),Pizza
523128,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9,this is the end,soda,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
727410,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",25,karate kid,water,Friends,A little (mild),Pizza
616457,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,goodfellas,soda,"Friends,Teachers",A little (mild),Pizza
206487,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,ratatouille,soft drink,"Siblings,Friends,Teachers",A little (mild),Pizza
68949,2,5,"Weekend dinner,At a party",14.5,teenage mutant ninja turtles,soda,"Siblings,Friends",A little (mild),Pizza
419835,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,cloudy with a chance of meatballs,soda,"Siblings,Friends,Strangers",None,Pizza
745732,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16,ready player one. there is pac-man inside and pizza looks like one.,soda,Strangers,None,Pizza
543739,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,teenage mutant ninja turtles,soda,"Siblings,Friends",None,Pizza
410380,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,spider man,soda,"Parents,Friends,Teachers",None,Pizza
385307,4,8,"Weekend dinner,At a party",3,ninja turtle,soda,Friends,None,Pizza
634566,4,8,Weekend dinner,15,the gentlemen,martini,Friends,None,Pizza
625818,1,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.95,teenage mutant ninja turtle,soda,Friends,A little (mild),Pizza
631164,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.5,"rattatouie, even though there isnt pizza.",water,Strangers,A little (mild),Pizza
603130,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,the godfather,soda,"Friends,Teachers",None,Pizza
229211,3,5,"Week day lunch,Week day dinner,At a party,Late night snack",5,pulp fiction,ginger ale,"Parents,Friends",A little (mild),Pizza
626849,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,teenage mutant ninja turtles,soda,"Siblings,Friends",None,Pizza
634650,2,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,spiderman,soda,"Siblings,Friends",A moderate amount (medium),Pizza
632125,3,5,"Week day dinner,Weekend dinner,At a party,Late night snack",3,cloudy with a chance of meatballs,soda,"Friends,Teachers",None,Pizza
626812,2,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20,no movie,tea,Friends,None,Pizza
631109,3,5,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",3.25,i think of the show gilmore girls. they're always eating pizza.,soda,"Siblings,Friends",None,Pizza
716766,2,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,spiderman,soda,Friends,None,Pizza
494103,3,8,"Week day dinner,Weekend dinner,At a party,Late night snack",5,ninja turtles,soda,Friends,A moderate amount (medium),Pizza
628102,2,3,"Week day dinner,Weekend lunch,At a party",4,happy gilmore,water,"Parents,Siblings,Friends",A little (mild),Pizza
634683,3,5,"Week day lunch,At a party,Late night snack",3,ratatoullie,soft drink,"Siblings,Friends",None,Pizza
517774,2,5,"Weekend lunch,At a party",6,inception,soda,Friends,A little (mild),Pizza
408898,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2,spiderman 2,water,"Parents,Siblings,Friends",A little (mild),Pizza
603189,3,6,"At a party,Late night snack",4,back in action,soda,"Siblings,Friends,Teachers",A moderate amount (medium),Pizza
606857,2,4,"Week day lunch,Weekend lunch,At a party",3.5,teenage mutant ninja turtles,soda,Friends,A moderate amount (medium),Pizza
523080,2,4,"Weekend lunch,Weekend dinner,At a party",3,masterchef,soda,Friends,None,Pizza
631014,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,spiderman 2,soft drink,Parents,None,Pizza
503957,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",11,home alone,soda,Friends,I will have some of this food item with my hot sauce,Pizza
524890,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,spider-man 2,soda,"Siblings,Friends",None,Pizza
717411,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",3,italian movie,soft drink,Strangers,A little (mild),Pizza
525311,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,die hard,soda,"Parents,Siblings",A little (mild),Pizza
630967,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,the social network,"wine,cola","Friends,Strangers",A little (mild),Pizza
604969,2,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,neverending story,soda,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
524480,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,maze runner,soda,Friends,None,Pizza
630121,3,15,"Week day lunch,Weekend dinner,At a party",5,home alone,soft drink,"Siblings,Friends,Teachers",A lot (hot),Pizza
629615,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,diary of a wimpy kid: rodrick rules,soda,"Parents,Siblings,Friends",A lot (hot),Pizza
634977,5,4,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",20,spider man 2,soda,"Parents,Siblings,Friends",None,Pizza
630823,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,transformer,soda,"Siblings,Friends",None,Pizza
632228,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.5,teenage mutant ninja turtles,soda,"Siblings,Friends",A lot (hot),Pizza
504548,2,4,"Week day lunch,Weekend lunch,At a party,Late night snack",5,spider-man 2,soda,"Friends,Teachers",None,Pizza
522477,4,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,"when thinking of pizza, it would reminder me of italy, and the first movie that came to mind was malena.",soda,"Siblings,Friends,Teachers,Strangers",None,Pizza
523461,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,spiderman,soda,"Parents,Siblings,Friends",None,Pizza
312640,4,5,"Week day lunch,Week day dinner,Weekend dinner,At a party",18,anchorman,soda,Friends,None,Pizza
854745,3,4,"Week day lunch,Weekend lunch,At a party,Late night snack",5,friends,soda,Friends,A moderate amount (medium),Pizza
711854,2,6,"Week day lunch,Weekend dinner,At a party,Late night snack",30,zootopia,soda,Friends,A moderate amount (medium),Pizza
739254,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,home alone,soda,Friends,None,Pizza
621555,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",23.75,i don't watch movies.,"tea,soda",Friends,A lot (hot),Pizza
602482,3,4,"Weekend lunch,Weekend dinner,At a party",5,"to be honest i can't really think of any movie

but if i have to answer i would say minions: rise of gru",soda,"Friends,Teachers",None,Pizza
630416,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,"ratatouille, because the rat is italian and italians like pizza",water,"Parents,Siblings,Friends,Teachers,Strangers",I will have some of this food item with my hot sauce,Pizza
505458,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,none,soft drink,Friends,None,Pizza
296589,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.5,terminator,"pop,soda,alcohol,water",Friends,A little (mild),Pizza
604826,3,6,"Week day lunch,Weekend lunch,At a party,Late night snack",6,i think about about the movie home alone.,water,Friends,None,Pizza
387820,4,6,Weekend lunch,0,men in black,soda,Teachers,A little (mild),Pizza
603612,4,7,"Week day dinner,Weekend lunch,Weekend dinner,At a party",15,teenage mutant ninja turtles,water,"Parents,Strangers",None,Pizza
712252,4,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,cloudy with a chance of meatballs,soda,"Siblings,Friends",None,Pizza
742226,4,3,"Week day lunch,Weekend lunch,At a party",7.5,teenage mutant ninja turtles,soda,"Siblings,Friends",None,Pizza
712771,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,green book,juice,Parents,None,Pizza
746466,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",24,the davinci code,ale,"Siblings,Friends",A little (mild),Pizza
601737,4,5,"Weekend lunch,At a party,Late night snack",5,action movie like mission impossible,soda,Friends,A little (mild),Pizza
631902,2,3,"Week day lunch,Week day dinner,Weekend dinner,At a party",4,spider-man,soda,"Parents,Friends,Teachers",A little (mild),Pizza
312320,5,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,i think of the ninja turtle movies when thinking of pizza,soda,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
519986,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,"crazy, stupid, love",soda,"Friends,Strangers",A little (mild),Pizza
626771,2,11,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,i think of the movie little italy. the entire plot revolves around two individuals who are competing in a restaurant business where their primary product is this food item.,"soda,juice","Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
407257,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,teenage mutant ninja turtles,soda,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
626883,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,the hunger games,water,Friends,None,Pizza
727339,3,5,"Week day lunch,Weekend lunch,Weekend dinner,At a party",15,cloudy with a chance of meatballs,soda,"Friends,Strangers",None,Pizza
631448,4,4.5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",6.25,ratatouille,soda,"Parents,Siblings,Friends,Teachers",A lot (hot),Pizza
634885,3,5,"Week day lunch,Weekend lunch,At a party",4,luca,water,Friends,None,Pizza
619932,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,any movie set in new york,soda,"Teachers,Strangers",A little (mild),Pizza
601986,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.45,home alone,milkshake,Friends,A little (mild),Pizza
631141,4,7,"Week day lunch,Weekend dinner,At a party,Late night snack",4,home alone,soda,"Friends,Strangers",None,Pizza
631069,4,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,home alone,soft drink,Friends,A moderate amount (medium),Pizza
634508,4,7,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",3,grown ups,soda,"Siblings,Friends",A little (mild),Pizza
206744,2,10,"Weekend dinner,At a party",5,spider-man 2,soda,"Parents,Siblings,Friends",None,Pizza
498213,3,5,"At a party,Late night snack",2.7,"im thinking of cartoons and mostly western based cartoon. though, i can't think of anything specific. but mostly western cartoon movies.",soda,Friends,A little (mild),Pizza
627496,3,8,"Weekend lunch,Weekend dinner,At a party",4.25,home alone,soda,"Parents,Siblings,Friends",A little (mild),Pizza
629659,1,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,toy story,rum,"Friends,Strangers",A lot (hot),Pizza
630190,2,5,"Week day lunch,Weekend lunch,At a party,Late night snack",5,"i think of italian mobster movies, like the godfather.","tea,soda","Parents,Friends",None,Pizza
401586,3,10,"Week day lunch,At a party,Late night snack",3.5,home alone,soda,Friends,A moderate amount (medium),Pizza
629263,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,teenage mutant ninja turtles,soda,"Parents,Siblings,Friends",A little (mild),Pizza
631678,2,5,"Week day lunch,Weekend dinner,At a party,Late night snack",5,transformers,soda,Friends,None,Pizza
411681,2,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,spiderman (with tobey maguire),soda,Friends,None,Pizza
518733,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,spiderman 2,soda,"Parents,Siblings,Friends",A lot (hot),Pizza
630378,3,9,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",5,home alone 2: lost in new york,soda,Friends,A moderate amount (medium),Pizza
631142,3,5,"Week day dinner,Weekend lunch,At a party,Late night snack",5,spider-man,ale,"Friends,Teachers",A little (mild),Pizza
519976,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,goodfellas. (there is a restaurant that sells pizza and is goodfellas themed),water,"Parents,Siblings,Friends,Teachers",None,Pizza
604991,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,toy story,ale,"Parents,Teachers,Strangers",A little (mild),Pizza
522483,4,3,"Weekend dinner,At a party",10,no movie,soda,Friends,None,Pizza
629723,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",8,wayne's world,soda,Friends,None,Pizza
387522,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,teenage mutant ninja turtles,soda,"Friends,Strangers",A little (mild),Pizza
613484,5,8,"Week day lunch,Weekend lunch",3,avengers: end game,soda,Friends,A lot (hot),Pizza
