id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
100419,4,7,At a party,21,The Lion King,Water,"Siblings, Teachers",A lot (hot),Sushi
100420,5,8,"Late night snack, Week day lunch, Week day dinner",22,Fight Club,Coke,"Teachers, Friends, Parents",I will have some of this food item with my hot sauce,Shawarma
100421,1,3,"Week day lunch, Week day dinner",23,Inception,Pepsi,"Parents, Siblings",None,Pizza
100422,2,4,"Week day dinner, Weekend lunch, Weekend dinner",24,The Godfather,Iced Tea,"Siblings, Teachers, Strangers",A little (mild),Sushi
100423,3,5,Weekend lunch,5,The Matrix,Lemonade,"Teachers, Friends",A moderate amount (medium),Shawarma
100424,4,6,"Weekend dinner, At a party",6,Spirited Away,Beer,"Parents, Siblings, Friends",A lot (hot),Pizza
100425,5,7,"At a party, Late night snack, Week day lunch",7,Parasite,Wine,"Siblings, Teachers, Friends",I will have some of this food item with my hot sauce,Sushi
100426,1,8,Late night snack,8,Pulp Fiction,Sparkling water,"Teachers, Friends, Strangers",None,Shawarma
100427,2,3,"Week day lunch, Week day dinner",9,Forrest Gump,Green Tea,"Parents, Siblings, Teachers",A little (mild),Pizza
100428,3,4,"Week day dinner, Weekend lunch, Weekend dinner",10,Titanic,Juice,"Siblings, Friends, Strangers",A moderate amount (medium),Sushi
100429,4,5,Weekend lunch,11,The Shawshank Redemption,Milkshake,"Teachers, Parents",A lot (hot),Shawarma
100430,5,6,"Weekend dinner, At a party",12,The Dark Knight,Water,"Parents, Siblings, Teachers",I will have some of this food item with my hot sauce,Pizza
100431,1,7,"At a party, Late night snack, Week day lunch",13,Interstellar,Coke,"Siblings, Friends",None,Sushi
100432,2,8,"Late night snack, Week day dinner, Weekend lunch",14,Jurassic Park,Pepsi,"Teachers, Parents, Strangers",A little (mild),Shawarma
100433,3,3,Week day lunch,15,Gladiator,Iced Tea,"Parents, Siblings",A moderate amount (medium),Pizza
100434,4,4,"Week day dinner, Weekend lunch, Weekend dinner",16,The Lion King,Lemonade,"Siblings, Friends, Teachers",A lot (hot),Sushi
100435,5,5,Weekend lunch,17,Fight Club,Beer,"Teachers, Parents, Strangers",I will have some of this food item with my hot sauce,Shawarma
100436,1,6,"Weekend dinner, At a party",18,Inception,Wine,"Parents, Siblings, Teachers",None,Pizza
100437,2,7,"At a party, Late night snack, Week day lunch",19,The Godfather,Sparkling water,"Siblings, Friends, Strangers",A little (mild),Sushi
100438,3,8,Late night snack,20,The Matrix,Green Tea,"Teachers, Parents",A moderate amount (medium),Shawarma
100439,4,3,"Week day lunch, Week day dinner",21,Spirited Away,Juice,"Parents, Siblings, Friends",A lot (hot),Pizza
100440,5,4,"Week day dinner, Weekend lunch, Weekend dinner",22,Parasite,Milkshake,"Siblings, Teachers, Strangers",I will have some of this food item with my hot sauce,Sushi
100441,1,5,Weekend lunch,23,Pulp Fiction,Water,"Teachers, Friends",None,Shawarma
100442,2,6,"Weekend dinner, At a party",24,Forrest Gump,Coke,"Parents, Siblings, Teachers",A little (mild),Pizza
100443,3,7,"At a party, Late night snack, Week day lunch",5,Titanic,Pepsi,"Siblings, Friends, Strangers",A moderate amount (medium),Sushi
100444,4,8,Late night snack,6,The Shawshank Redemption,Iced Tea,"Teachers, Parents",A lot (hot),Shawarma
100445,5,3,"Week day lunch, Week day dinner",7,The Dark Knight,Lemonade,"Parents, Siblings, Teachers",I will have some of this food item with my hot sauce,Pizza
100446,1,4,"Week day dinner, Weekend lunch, Weekend dinner",8,Interstellar,Beer,"Siblings, Friends",None,Sushi
100447,2,5,Weekend lunch,9,Jurassic Park,Wine,"Teachers, Parents, Strangers",A little (mild),Shawarma
100448,3,6,"Weekend dinner, At a party, Late night snack",10,Gladiator,Sparkling water,"Parents, Siblings, Friends",A moderate amount (medium),Pizza
100449,4,7,At a party,11,The Lion King,Green Tea,"Siblings, Teachers",A lot (hot),Sushi
100450,5,8,"Late night snack, Week day lunch, Week day dinner",12,Fight Club,Juice,"Teachers, Friends, Parents",I will have some of this food item with my hot sauce,Shawarma
100451,1,3,"Week day lunch, Week day dinner",13,Inception,Milkshake,"Parents, Siblings",None,Pizza
100452,2,4,"Week day dinner, Weekend lunch, Weekend dinner",14,The Godfather,Water,"Siblings, Teachers, Strangers",A little (mild),Sushi
100453,3,5,Weekend lunch,15,The Matrix,Coke,"Teachers, Friends",A moderate amount (medium),Shawarma
100454,4,6,"Weekend dinner, At a party",16,Spirited Away,Pepsi,"Parents, Siblings, Friends",A lot (hot),Pizza
100455,5,7,"At a party, Late night snack, Week day lunch",17,Parasite,Iced Tea,"Siblings, Teachers, Strangers",I will have some of this food item with my hot sauce,Sushi
100456,1,8,Late night snack,18,Pulp Fiction,Lemonade,"Teachers, Friends",None,Shawarma
100457,2,3,"Week day lunch, Week day dinner",19,Forrest Gump,Beer,"Parents, Siblings, Teachers",A little (mild),Pizza
100458,3,4,"Week day dinner, Weekend lunch, Weekend dinner",20,Titanic,Wine,"Siblings, Friends, Strangers",A moderate amount (medium),Sushi
100459,4,5,Weekend lunch,21,The Shawshank Redemption,Sparkling water,"Teachers, Parents",A lot (hot),Shawarma
100460,5,6,"Weekend dinner, At a party",22,The Dark Knight,Green Tea,"Parents, Siblings, Friends",I will have some of this food item with my hot sauce,Pizza
100461,1,7,"At a party, Late night snack, Week day lunch",23,Interstellar,Juice,"Siblings, Friends",None,Sushi
100462,2,8,"Late night snack, Week day dinner, Weekend lunch",24,Jurassic Park,Milkshake,"Teachers, Parents, Strangers",A little (mild),Shawarma
100463,3,3,Week day lunch,5,Gladiator,Water,"Parents, Siblings",A moderate amount (medium),Pizza
100464,4,4,"Week day dinner, Weekend lunch, Weekend dinner",6,The Lion King,Coke,"Siblings, Teachers, Friends",A lot (hot),Sushi
100465,5,5,Weekend lunch,7,Fight Club,Pepsi,"Teachers, Friends",I will have some of this food item with my hot sauce,Shawarma
100466,1,6,"Weekend dinner, At a party",8,Inception,Iced Tea,"Parents, Siblings, Teachers",None,Pizza
100467,2,7,"At a party, Late night snack, Week day lunch",9,The Godfather,Lemonade,"Siblings, Friends, Strangers",A little (mild),Sushi
100468,3,8,Late night snack,10,The Matrix,Beer,"Teachers, Parents",A moderate amount (medium),Shawarma
100469,4,3,"Week day lunch, Week day dinner",11,Spirited Away,Wine,"Parents, Siblings, Friends",A lot (hot),Pizza
100470,5,4,"Week day dinner, Weekend lunch, Weekend dinner",12,Parasite,Sparkling water,"Siblings, Teachers, Strangers",I will have some of this food item with my hot sauce,Sushi
100471,1,5,Weekend lunch,13,Pulp Fiction,Green Tea,"Teachers, Friends",None,Shawarma
100472,2,6,"Weekend dinner, At a party",14,Forrest Gump,Juice,"Parents, Siblings, Teachers",A little (mild),Pizza
100473,3,7,"At a party, Late night snack, Week day lunch",15,Titanic,Milkshake,"Siblings, Friends, Strangers",A moderate amount (medium),Sushi
100474,4,8,Late night snack,16,The Shawshank Redemption,Water,"Teachers, Parents",A lot (hot),Shawarma
100475,5,3,"Week day lunch, Week day dinner",17,The Dark Knight,Coke,"Parents, Siblings, Teachers",I will have some of this food item with my hot sauce,Pizza
100476,1,4,"Week day dinner, Weekend lunch, Weekend dinner",18,Interstellar,Pepsi,"Siblings, Friends",None,Sushi
100477,2,5,Weekend lunch,19,Jurassic Park,Iced Tea,"Teachers, Parents, Strangers",A little (mild),Shawarma
100478,3,6,"Weekend dinner, At a party, Late night snack",20,Gladiator,Lemonade,"Parents, Siblings, Friends",A moderate amount (medium),Pizza
100479,4,7,At a party,21,The Lion King,Beer,"Siblings, Teachers",A lot (hot),Sushi
100480,5,8,"Late night snack, Week day lunch, Week day dinner",22,Fight Club,Wine,"Teachers, Friends, Parents",I will have some of this food item with my hot sauce,Shawarma
100481,1,3,"Week day lunch, Week day dinner",23,Inception,Sparkling water,"Parents, Siblings",None,Pizza
100482,2,4,"Week day dinner, Weekend lunch, Weekend dinner",24,The Godfather,Green Tea,"Siblings, Teachers, Strangers",A little (mild),Sushi
100483,3,5,Weekend lunch,5,The Matrix,Juice,"Teachers, Friends",A moderate amount (medium),Shawarma
100484,4,6,"Weekend dinner, At a party",6,Spirited Away,Milkshake,"Parents, Siblings, Friends",A lot (hot),Pizza
100485,5,7,"At a party, Late night snack, Week day lunch",7,Parasite,Water,"Siblings, Teachers, Friends",I will have some of this food item with my hot sauce,Sushi
100486,1,8,Late night snack,8,Pulp Fiction,Coke,"Teachers, Friends",None,Shawarma
100487,2,3,"Week day lunch, Week day dinner",9,Forrest Gump,Pepsi,"Parents, Siblings, Teachers",A little (mild),Pizza
100488,3,4,"Week day dinner, Weekend lunch, Weekend dinner",10,Titanic,Iced Tea,"Siblings, Friends, Strangers",A moderate amount (medium),Sushi
100489,4,5,Weekend lunch,11,The Shawshank Redemption,Lemonade,"Teachers, Parents",A lot (hot),Shawarma
100490,5,6,"Weekend dinner, At a party",12,The Dark Knight,Beer,"Parents, Siblings, Teachers",I will have some of this food item with my hot sauce,Pizza
100491,1,7,"At a party, Late night snack, Week day lunch",13,Interstellar,Wine,"Siblings, Friends",None,Sushi
100492,2,8,"Late night snack, Week day dinner, Weekend lunch",14,Jurassic Park,Sparkling water,"Teachers, Parents, Strangers",A little (mild),Shawarma
100493,3,3,Week day lunch,15,Gladiator,Green Tea,"Parents, Siblings",A moderate amount (medium),Pizza
100494,4,4,"Week day dinner, Weekend lunch, Weekend dinner",16,The Lion King,Juice,"Siblings, Teachers, Friends",A lot (hot),Sushi
100495,5,5,Weekend lunch,17,Fight Club,Milkshake,"Teachers, Parents, Strangers",I will have some of this food item with my hot sauce,Shawarma
100496,1,6,"Weekend dinner, At a party",18,Inception,Water,"Parents, Siblings, Teachers",None,Pizza
100497,2,7,"At a party, Late night snack, Week day lunch",19,The Godfather,Coke,"Siblings, Friends, Strangers",A little (mild),Sushi
100498,3,8,Late night snack,20,The Matrix,Pepsi,"Teachers, Parents",A moderate amount (medium),Shawarma
100499,4,3,"Week day lunch, Week day dinner",21,Spirited Away,Iced Tea,"Parents, Siblings, Friends",A lot (hot),Pizza
100500,5,4,"Week day dinner, Weekend lunch, Weekend dinner",22,Parasite,Lemonade,"Siblings, Teachers, Strangers",I will have some of this food item with my hot sauce,Sushi
100791,2,4,Week day dinner;Weekend lunch,6,The Godfather,Tea,Siblings;Friends,A little (mild),Sushi
101582,3,5,Weekend lunch;Weekend dinner;At a party,7,Casablanca,Soda,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
102373,4,6,Weekend dinner,8,Titanic,Coffee,Teachers,A lot (hot),Pizza
103164,5,7,At a party;Late night snack,9,The Matrix,Lemonade,Strangers;Parents,I will have some of this food item with my hot sauce,Sushi
103955,1,8,Late night snack;Week day lunch;Week day dinner,10,Forrest Gump,Cola,Parents;Siblings;Friends,None,Shawarma
104746,2,9,Week day lunch,11,Gladiator,Iced tea,Siblings,A little (mild),Pizza
105537,3,10,Week day dinner;Weekend lunch;Weekend dinner,12,Pulp Fiction,Coffee,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
106328,4,3,Weekend lunch;Weekend dinner,13,The Shawshank Redemption,Tea,Teachers;Strangers,A lot (hot),Shawarma
107119,5,4,Weekend dinner;At a party;Late night snack,14,The Dark Knight,Soda,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
107910,1,5,At a party,15,Interstellar,Coffee,Parents,None,Sushi
108701,2,6,Late night snack;Week day lunch,16,Jurassic Park,Lemonade,Siblings;Friends,A little (mild),Shawarma
109492,3,7,Week day lunch;Week day dinner;Weekend lunch,17,Avengers,Cola,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
110283,4,8,Week day dinner,18,Back to the Future,Iced tea,Teachers,A lot (hot),Sushi
111074,5,9,Weekend lunch;Weekend dinner,19,The Lion King,Tea,Strangers;Parents,I will have some of this food item with my hot sauce,Shawarma
111865,1,10,Weekend dinner;At a party;Late night snack,20,Star Wars,Soda,Parents;Siblings;Friends,None,Pizza
112656,2,3,At a party;Late night snack,21,Inception,Coffee,Siblings;Friends,A little (mild),Sushi
113447,3,4,Late night snack;Week day lunch;Week day dinner,22,The Godfather,Lemonade,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
114238,4,5,Week day lunch,23,Casablanca,Cola,Teachers,A lot (hot),Pizza
115029,5,6,Week day dinner;Weekend lunch,24,Titanic,Iced tea,Strangers;Parents,I will have some of this food item with my hot sauce,Sushi
115820,1,7,Weekend lunch;Weekend dinner;At a party,25,The Matrix,Tea,Parents;Siblings;Friends,None,Shawarma
116611,2,8,Weekend dinner,26,Forrest Gump,Soda,Siblings,A little (mild),Pizza
117402,3,9,At a party;Late night snack;Week day lunch,27,Gladiator,Coffee,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
118193,4,10,Late night snack,28,Pulp Fiction,Lemonade,Teachers;Strangers,A lot (hot),Shawarma
118984,5,3,Week day lunch;Week day dinner;Weekend lunch,29,The Shawshank Redemption,Cola,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
119775,1,4,Week day dinner,30,The Dark Knight,Iced tea,Parents,None,Sushi
120566,2,5,Weekend lunch;Weekend dinner,5,Interstellar,Tea,Siblings;Friends,A little (mild),Shawarma
121357,3,6,Weekend dinner;At a party;Late night snack,6,Jurassic Park,Soda,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
122148,4,7,At a party,7,Avengers,Coffee,Teachers,A lot (hot),Sushi
122939,5,8,Late night snack;Week day lunch;Week day dinner,8,Back to the Future,Lemonade,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
123730,1,9,Week day lunch,9,The Lion King,Cola,Parents,None,Pizza
124521,2,10,Week day dinner;Weekend lunch,10,Star Wars,Iced tea,Siblings;Friends,A little (mild),Sushi
125312,3,3,Weekend lunch;Weekend dinner;At a party,11,Inception,Tea,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
126103,4,4,Weekend dinner,12,The Godfather,Soda,Teachers,A lot (hot),Pizza
126894,5,5,At a party;Late night snack;Week day lunch,13,Casablanca,Coffee,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
127685,1,6,Late night snack;Week day lunch;Week day dinner,14,Titanic,Lemonade,Parents;Siblings;Friends,None,Shawarma
128476,2,7,Week day lunch,15,The Matrix,Cola,Siblings;Friends,A little (mild),Pizza
129267,3,8,Week day dinner;Weekend lunch;Weekend dinner,16,Forrest Gump,Iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
130058,4,9,Weekend lunch;Weekend dinner,17,Gladiator,Tea,Teachers,A lot (hot),Shawarma
130849,5,10,Weekend dinner;At a party;Late night snack,18,Pulp Fiction,Soda,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
131640,1,3,At a party,19,The Shawshank Redemption,Coffee,Parents,None,Sushi
132431,2,4,Late night snack;Week day lunch,20,The Dark Knight,Lemonade,Siblings;Friends,A little (mild),Shawarma
133222,3,5,Week day lunch;Week day dinner;Weekend lunch,21,Interstellar,Cola,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
134013,4,6,Week day dinner,22,Jurassic Park,Iced tea,Teachers,A lot (hot),Sushi
134804,5,7,Weekend lunch;Weekend dinner,23,Avengers,Tea,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
135595,1,8,Weekend dinner;At a party;Late night snack,24,Back to the Future,Soda,Parents,None,Pizza
136386,2,9,At a party;Late night snack,25,The Lion King,Coffee,Siblings;Friends,A little (mild),Sushi
137177,3,10,Late night snack;Week day lunch;Week day dinner,26,Star Wars,Lemonade,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
137968,4,3,Week day lunch,27,Inception,Cola,Teachers,A lot (hot),Pizza
138759,5,4,Week day dinner;Weekend lunch,28,The Godfather,Iced tea,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
139550,1,5,Weekend lunch;Weekend dinner;At a party,29,Casablanca,Tea,Parents,None,Shawarma
140341,2,6,Weekend dinner,30,Titanic,Soda,Siblings;Friends,A little (mild),Pizza
141132,3,7,At a party;Late night snack;Week day lunch,5,The Matrix,Coffee,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
141923,4,8,Late night snack;Week day lunch;Week day dinner,6,Forrest Gump,Lemonade,Teachers,A lot (hot),Shawarma
142714,5,9,Week day lunch,7,Gladiator,Cola,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
143505,1,10,Week day dinner;Weekend lunch,8,Pulp Fiction,Iced tea,Parents,None,Sushi
144296,2,3,Weekend lunch;Weekend dinner;At a party,9,The Shawshank Redemption,Tea,Siblings;Friends,A little (mild),Shawarma
145087,3,4,Weekend dinner,10,The Dark Knight,Soda,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
145878,4,5,At a party;Late night snack;Week day lunch,11,Interstellar,Coffee,Teachers,A lot (hot),Sushi
146669,5,6,Late night snack;Week day lunch;Week day dinner,12,Jurassic Park,Lemonade,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
147460,1,7,Week day lunch,13,Avengers,Cola,Parents,None,Pizza
148251,2,8,Week day dinner;Weekend lunch,14,Back to the Future,Iced tea,Siblings;Friends,A little (mild),Sushi
149042,3,9,Weekend lunch;Weekend dinner;At a party,15,The Lion King,Tea,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
149833,4,10,Weekend dinner,16,Star Wars,Soda,Teachers,A lot (hot),Pizza
150624,5,3,At a party;Late night snack;Week day lunch,17,Inception,Coffee,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
151415,1,4,Late night snack;Week day lunch,18,The Godfather,Lemonade,Parents,None,Shawarma
152206,2,5,Week day lunch;Week day dinner;Weekend lunch,19,Casablanca,Cola,Siblings;Friends,A little (mild),Pizza
152997,3,6,Week day dinner,20,Titanic,Iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
153788,4,7,Weekend lunch;Weekend dinner,21,The Matrix,Tea,Teachers,A lot (hot),Shawarma
154579,5,8,Weekend dinner;At a party;Late night snack,22,Forrest Gump,Soda,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
155370,1,9,At a party,23,Gladiator,Coffee,Parents,None,Sushi
156161,2,10,Late night snack;Week day lunch,24,Pulp Fiction,Lemonade,Siblings;Friends,A little (mild),Shawarma
156952,3,3,Week day lunch;Week day dinner;Weekend lunch,25,The Shawshank Redemption,Cola,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
157743,4,4,Week day dinner,26,The Dark Knight,Iced tea,Teachers,A lot (hot),Sushi
158534,5,5,Weekend lunch;Weekend dinner;At a party,27,Interstellar,Tea,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
159325,1,6,Weekend dinner;At a party;Late night snack,28,Jurassic Park,Soda,Parents,None,Pizza
160116,2,7,At a party;Late night snack,29,Avengers,Coffee,Siblings;Friends,A little (mild),Sushi
160907,3,8,Late night snack;Week day lunch;Week day dinner,30,Back to the Future,Lemonade,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
161698,4,9,Week day lunch,5,The Lion King,Cola,Teachers,A lot (hot),Pizza
162489,5,10,Week day dinner;Weekend lunch,6,Star Wars,Iced tea,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
163280,1,3,Weekend lunch;Weekend dinner;At a party,7,Inception,Tea,Parents,None,Shawarma
164071,2,4,Weekend dinner,8,The Godfather,Soda,Siblings;Friends,A little (mild),Pizza
164862,3,5,At a party;Late night snack;Week day lunch,9,Casablanca,Coffee,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
165653,4,6,Late night snack;Week day lunch;Week day dinner,10,Titanic,Lemonade,Teachers,A lot (hot),Shawarma
166444,5,7,Week day lunch,11,The Matrix,Cola,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
167235,1,8,Week day dinner;Weekend lunch,12,Forrest Gump,Iced tea,Parents,None,Sushi
168026,2,9,Weekend lunch;Weekend dinner;At a party,13,Gladiator,Tea,Siblings;Friends,A little (mild),Shawarma
168817,3,10,Weekend dinner,14,Pulp Fiction,Soda,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
169608,4,3,At a party;Late night snack;Week day lunch,15,The Shawshank Redemption,Coffee,Teachers,A lot (hot),Sushi
170399,5,4,Late night snack;Week day lunch;Week day dinner,16,The Dark Knight,Lemonade,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
171190,1,5,Week day lunch,17,Interstellar,Cola,Parents,None,Pizza
171981,2,6,Week day dinner;Weekend lunch,18,Jurassic Park,Iced tea,Siblings;Friends,A little (mild),Sushi
172772,3,7,Weekend lunch;Weekend dinner;At a party,19,Avengers,Tea,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
173563,4,8,Weekend dinner,20,Back to the Future,Soda,Teachers,A lot (hot),Pizza
174354,5,9,At a party;Late night snack;Week day lunch,21,The Lion King,Coffee,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
175145,1,10,Late night snack;Week day lunch;Week day dinner,22,Star Wars,Lemonade,Parents,None,Shawarma
175936,2,3,Week day lunch;Week day dinner;Weekend lunch,23,Inception,Cola,Siblings;Friends,A little (mild),Pizza
176727,3,4,Week day dinner,24,The Godfather,Iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
177518,4,5,Weekend lunch;Weekend dinner,25,Casablanca,Tea,Teachers,A lot (hot),Shawarma
178309,5,6,Weekend dinner;At a party;Late night snack,26,Titanic,Soda,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
179100,1,7,At a party,27,The Matrix,Coffee,Parents,None,Sushi
179891,2,8,Late night snack;Week day lunch,28,Forrest Gump,Lemonade,Siblings;Friends,A little (mild),Shawarma
180682,3,9,Week day lunch;Week day dinner;Weekend lunch,29,Gladiator,Cola,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
181473,4,10,Week day dinner,30,Pulp Fiction,Iced tea,Teachers,A lot (hot),Sushi
182264,5,3,Weekend lunch;Weekend dinner;At a party,5,The Shawshank Redemption,Tea,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
183055,1,4,Weekend dinner,6,The Dark Knight,Soda,Parents,None,Pizza
183846,2,5,At a party;Late night snack;Week day lunch,7,Interstellar,Coffee,Siblings;Friends,A little (mild),Sushi
184637,3,6,Late night snack;Week day lunch;Week day dinner,8,Jurassic Park,Lemonade,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
185428,4,7,Week day lunch,9,Avengers,Cola,Teachers,A lot (hot),Pizza
186219,5,8,Week day dinner;Weekend lunch,10,Back to the Future,Iced tea,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
187010,1,9,Weekend lunch;Weekend dinner;At a party,11,The Lion King,Tea,Parents,None,Shawarma
187801,2,10,Weekend dinner,12,Star Wars,Soda,Siblings;Friends,A little (mild),Pizza
188592,3,3,At a party;Late night snack;Week day lunch,13,Inception,Coffee,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
189383,4,4,Late night snack;Week day lunch;Week day dinner,14,The Godfather,Lemonade,Teachers,A lot (hot),Shawarma
190174,5,5,Week day lunch,15,Casablanca,Cola,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
190965,1,6,Week day dinner;Weekend lunch,16,Titanic,Iced tea,Parents,None,Sushi
191756,2,7,Weekend lunch;Weekend dinner;At a party,17,The Matrix,Tea,Siblings;Friends,A little (mild),Shawarma
192547,3,8,Weekend dinner,18,Forrest Gump,Soda,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
193338,4,9,At a party;Late night snack;Week day lunch,19,Gladiator,Coffee,Teachers,A lot (hot),Sushi
194129,5,10,Late night snack;Week day lunch;Week day dinner,20,Pulp Fiction,Lemonade,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
194920,1,3,Week day lunch,21,The Shawshank Redemption,Cola,Parents,None,Pizza
195711,2,4,Week day dinner;Weekend lunch,22,The Dark Knight,Iced tea,Siblings;Friends,A little (mild),Sushi
196502,3,5,Weekend lunch;Weekend dinner;At a party,23,Interstellar,Tea,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
197293,4,6,Weekend dinner,24,Jurassic Park,Soda,Teachers,A lot (hot),Pizza
198084,5,7,At a party;Late night snack;Week day lunch,25,Avengers,Coffee,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
198875,1,8,Late night snack;Week day lunch;Week day dinner,26,Back to the Future,Lemonade,Parents,None,Shawarma
199666,2,9,Week day lunch,27,The Lion King,Cola,Siblings;Friends,A little (mild),Pizza
200457,3,10,Week day dinner;Weekend lunch,28,Star Wars,Iced tea,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
201248,4,3,Weekend lunch;Weekend dinner;At a party,29,Inception,Tea,Teachers,A lot (hot),Shawarma
202039,5,4,Weekend dinner,30,The Godfather,Soda,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
202830,1,5,At a party;Late night snack;Week day lunch,5,Casablanca,Coffee,Parents,None,Sushi
203621,2,6,Late night snack;Week day lunch;Week day dinner,6,Titanic,Lemonade,Siblings;Friends,A little (mild),Shawarma
204412,3,7,Week day lunch,7,The Matrix,Cola,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
205203,4,8,Week day dinner;Weekend lunch,8,Forrest Gump,Iced tea,Teachers,A lot (hot),Sushi
205994,5,9,Weekend lunch;Weekend dinner;At a party,9,Gladiator,Tea,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
206785,1,10,Weekend dinner,10,Pulp Fiction,Soda,Parents,None,Pizza
207576,2,3,At a party;Late night snack;Week day lunch,11,The Shawshank Redemption,Coffee,Siblings;Friends,A little (mild),Sushi
208367,3,4,Late night snack;Week day lunch;Week day dinner,12,The Dark Knight,Lemonade,Friends;Teachers;Strangers,A moderate amount (medium),Shawarma
209158,4,5,Week day lunch,13,Interstellar,Cola,Teachers,A lot (hot),Pizza
209949,5,6,Week day dinner;Weekend lunch,14,Jurassic Park,Iced tea,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
210740,1,7,Weekend lunch;Weekend dinner;At a party,15,Avengers,Tea,Parents,None,Shawarma
211531,2,8,Weekend dinner,16,Back to the Future,Soda,Siblings;Friends,A little (mild),Pizza
212322,3,9,At a party;Late night snack;Week day lunch,17,The Lion King,Coffee,Friends;Teachers;Strangers,A moderate amount (medium),Sushi
213113,4,10,Late night snack;Week day lunch;Week day dinner,18,Star Wars,Lemonade,Teachers,A lot (hot),Shawarma
213904,5,3,Week day lunch,19,Inception,Cola,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
214695,1,4,Week day dinner;Weekend lunch,20,The Godfather,Iced tea,Parents,None,Sushi
215486,2,5,Weekend lunch;Weekend dinner;At a party,21,Casablanca,Tea,Siblings;Friends,A little (mild),Shawarma
216277,3,6,Weekend dinner,22,Titanic,Soda,Friends;Teachers;Strangers,A moderate amount (medium),Pizza
217068,4,7,At a party;Late night snack;Week day lunch,23,The Matrix,Coffee,Teachers,A lot (hot),Sushi
217859,5,8,Late night snack;Week day lunch;Week day dinner,24,Forrest Gump,Lemonade,Strangers;Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
218650,1,9,Week day lunch,25,Gladiator,Cola,Parents,None,Pizza
